word,pos,CEFR,freq,base_score,log_frequency,final_score
prop,noun,C1,4254743,5000.0,-97.20650758889684,4902.793492411103
clutch,verb,C1,4248843,5000.0,-97.30285727065564,4902.697142729345
clutch,noun,C1,4248843,5000.0,-97.30285727065564,4902.697142729345
intuitive,adjective,C1,4241404,5000.0,-97.42453039393416,4902.575469606066
degradation,noun,C1,4236424,5000.0,-97.50610314380424,4902.4938968561955
discourse,noun,C1,4220048,5000.0,-97.7750208937075,4902.224979106292
notwithstanding,preposition,C1,4214701,5000.0,-97.86305245213839,4902.136947547861
credibility,noun,C1,4212696,5000.0,-97.89609102227098,4902.103908977729
sauna,noun,C1,4202256,5000.0,-98.06837678499613,4901.931623215004
forensic,adjective,C1,4186245,5000.0,-98.33343113474069,4901.666568865259
conform,verb,C1,4177976,5000.0,-98.47071767027518,4901.529282329725
pupil,noun,C1,4167137,5000.0,-98.65108486478789,4901.348915135212
profound,adjective,C1,4164333,5000.0,-98.69782142036428,4901.302178579635
sketch,noun,C1,4118317,5000.0,-99.4693363497745,4900.5306636502255
aboard,preposition,C1,4080258,5000.0,-100.11398403891474,4899.886015961085
violet,adjective,C1,4038524,5000.0,-100.82782796453404,4899.172172035466
inheritance,noun,C1,4030441,5000.0,-100.96693695658797,4899.033063043412
exploitation,noun,C1,4023362,5000.0,-101.0889963853923,4898.911003614608
niche,noun,C1,3999108,5000.0,-101.50882970810335,4898.491170291896
orchard,noun,C1,3900891,5000.0,-103.23539226070602,4896.764607739294
mythology,noun,C1,3899588,5000.0,-103.25858881400109,4896.741411185999
tomb,noun,C1,3894685,5000.0,-103.34594358886909,4896.654056411131
privileged,adjective,C1,3890670,5000.0,-103.41755916318442,4896.582440836815
plaque,noun,C1,3850381,5000.0,-104.14031364294652,4895.859686357054
canoe,noun,C1,3790795,5000.0,-105.2232255874884,4894.776774412511
goose,noun,C1,3739382,5000.0,-106.17137072355155,4893.828629276449
bliss,noun,C1,3708978,5000.0,-106.73822677635604,4893.261773223644
humble,verb,C1,3693501,5000.0,-107.0285692301199,4892.9714307698805
humble,adjective,C1,3693501,5000.0,-107.0285692301199,4892.9714307698805
hostile,adjective,C1,3684268,5000.0,-107.20235664398263,4892.797643356017
hostile,adjective,C1,3684268,5000.0,-107.20235664398263,4892.797643356017
ego,noun,C1,3678432,5000.0,-107.31242908064576,4892.687570919355
clutter,verb,C1,3648587,5000.0,-107.87807802225518,4892.121921977745
clutter,noun,C1,3648587,5000.0,-107.87807802225518,4892.121921977745
avid,adjective,C1,3621749,5000.0,-108.39070085991324,4891.6092991400865
scrutiny,noun,C1,3611860,5000.0,-108.58054532021487,4891.419454679785
maternal,adjective,C1,3554398,5000.0,-109.69406505284798,4890.305934947152
specimen,noun,C1,3554108,5000.0,-109.69973031453338,4890.300269685466
offspring,noun,C1,3533336,5000.0,-110.10672639651915,4889.893273603481
panorama,noun,C1,3532463,5000.0,-110.12388386771312,4889.876116132287
gadget,noun,C1,3508749,5000.0,-110.59157522944724,4889.408424770552
stretching,noun,C1,3443172,5000.0,-111.90154088544989,4888.09845911455
pertinent,adjective,C1,3419181,5000.0,-112.38702763047905,4887.612972369521
remotely,adverb,C1,3415582,5000.0,-112.46015142818658,4887.539848571813
roundup,noun,C1,3387046,5000.0,-113.04268268453671,4886.957317315463
expire,verb,C1,3381897,5000.0,-113.14831636947707,4886.8516836305225
readable,adjective,C1,3370832,5000.0,-113.37586425144195,4886.624135748558
revealing,adjective,C1,3301575,5000.0,-114.81730586136001,4885.18269413864
elaborate,adjective,C1,3295319,5000.0,-114.94899734057418,4885.051002659426
elaborate,verb,C1,3295319,5000.0,-114.94899734057418,4885.051002659426
descent,noun,C1,3294727,5000.0,-114.96147214004748,4885.038527859952
sequel,noun,C1,3276371,5000.0,-115.3493915816087,4884.650608418391
mutually,adverb,C1,3259036,5000.0,-115.71773468006387,4884.282265319936
exodus,noun,C1,3254740,5000.0,-115.80932125698678,4884.190678743013
misplace,verb,C1,3244755,5000.0,-116.02265969367943,4883.977340306321
imp,noun,C1,3243955,5000.0,-116.0397808044064,4883.960219195594
verdict,noun,C1,3218413,5000.0,-116.58864612109431,4883.411353878906
knowledgeable,adjective,C1,3203632,5000.0,-116.90826435758169,4883.091735642418
apprentice,verb,C1,3177886,5000.0,-117.46852283172262,4882.531477168277
apprentice,noun,C1,3177886,5000.0,-117.46852283172262,4882.531477168277
obscure,verb,C1,3177425,5000.0,-117.47859596151312,4882.521404038487
obscure,adjective,C1,3177425,5000.0,-117.47859596151312,4882.521404038487
itinerary,noun,C1,3168360,5000.0,-117.67696919002941,4882.323030809971
tailor,noun,C1,3143833,5000.0,-118.21656262727674,4881.783437372724
tailor,verb,C1,3143833,5000.0,-118.21656262727674,4881.783437372724
norms,noun,C1,3135997,5000.0,-118.38984208372887,4881.610157916271
premise,noun,C1,3131689,5000.0,-118.4852905256613,4881.514709474339
premise,noun,C1,3131689,5000.0,-118.4852905256613,4881.514709474339
refreshing,adjective,C1,3110131,5000.0,-118.96491271311424,4881.035087286886
lust,noun,C1,3106979,5000.0,-119.03531682201412,4880.9646831779855
aesthetic,adjective,C1,3100660,5000.0,-119.1766754638557,4880.823324536144
commercially,adverb,C1,3100614,5000.0,-119.17770555872079,4880.822294441279
spontaneous,adjective,C1,3080831,5000.0,-119.62213614068452,4880.377863859316
candid,adjective,C1,3066199,5000.0,-119.95268791410001,4880.0473120859
cavity,noun,C1,3037278,5000.0,-120.61070861278927,4879.3892913872105
succession,noun,C1,3023429,5000.0,-120.9280276980711,4879.071972301929
purity,noun,C1,3005735,5000.0,-121.33556792588041,4878.66443207412
fuse,verb,C1,2999474,5000.0,-121.48035041732942,4878.51964958267
amid,preposition,C1,2994953,5000.0,-121.5850843051116,4878.414915694889
muscular,adjective,C1,2961759,5000.0,-122.35893609884658,4877.641063901154
saloon,noun,C1,2961006,5000.0,-122.37659122351863,4877.6234087764815
dynamically,adverb,C1,2953678,5000.0,-122.54864113262164,4877.451358867378
comprise,verb,C1,2953455,5000.0,-122.55388351174577,4877.446116488254
speculation,noun,C1,2921087,5000.0,-123.31903346962258,4876.680966530377
assertion,noun,C1,2917932,5000.0,-123.39406776850467,4876.605932231495
credible,adjective,C1,2863534,5000.0,-124.70071419389518,4875.299285806105
rotate,verb,C1,2856677,5000.0,-124.86717907316552,4875.132820926834
radiator,noun,C1,2850529,5000.0,-125.01677190711018,4874.9832280928895
demolition,noun,C1,2830701,5000.0,-125.50143350894064,4874.498566491059
calf,noun,C1,2757705,5000.0,-127.31542867268797,4872.684571327312
woo,verb,C1,2718146,5000.0,-128.31866107209532,4871.681338927905
conformity,noun,C1,2710447,5000.0,-128.51560728761598,4871.484392712384
insightful,adjective,C1,2709708,5000.0,-128.53454088101307,4871.4654591189865
insightful,adjective,C1,2709708,5000.0,-128.53454088101307,4871.4654591189865
explanatory,adjective,C1,2699888,5000.0,-128.78662613622873,4871.213373863771
shortlist,verb,C1,2687706,5000.0,-129.10062262103418,4870.899377378966
shortlist,noun,C1,2687706,5000.0,-129.10062262103418,4870.899377378966
eclectic,noun,C1,2686740,5000.0,-129.12558257263566,4870.874417427364
eclectic,adjective,C1,2686740,5000.0,-129.12558257263566,4870.874417427364
pigeon,noun,C1,2683567,5000.0,-129.20763120015374,4870.792368799846
calorie,noun,C1,2667892,5000.0,-129.6143899468791,4870.385610053121
fixture,noun,C1,2633227,5000.0,-130.52248258099644,4869.477517419004
salvage,verb,C1,2627328,5000.0,-130.6782036312274,4869.321796368773
panoramic,adjective,C1,2619902,5000.0,-130.87473208867686,4869.125267911323
imperative,adjective,C1,2618155,5000.0,-130.92104723201618,4869.0789527679835
imperative,noun,C1,2618155,5000.0,-130.92104723201618,4869.0789527679835
concerto,noun,C1,2593024,5000.0,-131.59074285009484,4868.409257149905
collaborate,verb,C1,2564383,5000.0,-132.36193313156218,4867.638066868438
stoke,verb,C1,2552684,5000.0,-132.67942214819715,4867.320577851803
acoustics,noun,C1,2517859,5000.0,-133.63319244986224,4866.366807550137
voluntarily,adverb,C1,2517597,5000.0,-133.6404178648852,4866.359582135115
billiards,noun,C1,2482114,5000.0,-134.62597778326568,4865.374022216734
sentiment,noun,C1,2460011,5000.0,-135.24704800255086,4864.752951997449
traumatic,adjective,C1,2450877,5000.0,-135.50533455175793,4864.494665448242
tycoon,noun,C1,2432605,5000.0,-136.0249222179433,4863.975077782056
realism,noun,C1,2410398,5000.0,-136.66168622900477,4863.338313770995
remedial,adjective,C1,2406614,5000.0,-136.77077343042896,4863.229226569571
plague,verb,C1,2383845,5000.0,-137.4308136672068,4862.569186332793
abstraction,noun,C1,2366467,5000.0,-137.93883261046096,4862.061167389539
immense,adjective,C1,2354605,5000.0,-138.28774671136313,4861.712253288637
vicious,adjective,C1,2331876,5000.0,-138.96124606704893,4861.038753932951
paddle,verb,C1,2316636,5000.0,-139.4165200973515,4860.583479902649
vitality,noun,C1,2267737,5000.0,-140.89779892138733,4859.102201078613
awe,verb,C1,2241800,5000.0,-141.69651584742127,4858.303484152579
flick,verb,C1,2226500,5000.0,-142.1720164983513,4857.827983501648
irony,noun,C1,2212193,5000.0,-142.61962186435528,4857.380378135645
gypsy,noun,C1,2201227,5000.0,-142.96466563249948,4857.035334367501
creamy,adjective,C1,2184127,5000.0,-143.506160028252,4856.4938399717485
compromised,adjective,C1,2156859,5000.0,-144.3784701739766,4855.621529826023
cessation,noun,C1,2137188,5000.0,-145.01462524607183,4854.985374753928
isolate,verb,C1,2127204,5000.0,-145.33974889267887,4854.6602511073215
persecution,noun,C1,2121168,5000.0,-145.5370489888457,4854.4629510111545
professionalism,noun,C1,2081396,5000.0,-146.8512941063097,4853.14870589369
posture,noun,C1,2045913,5000.0,-148.04518422621112,4851.954815773789
wrench,verb,C1,2044382,5000.0,-148.09716238495417,4851.902837615045
motley,adjective,C1,2019182,5000.0,-148.95835305382934,4851.041646946171
classy,adjective,C1,2010936,5000.0,-149.24248920001014,4850.75751079999
injustice,noun,C1,2010049,5000.0,-149.27312233786523,4850.726877662135
peacock,noun,C1,1981500,5000.0,-150.26636908822366,4849.733630911776
predecessor,noun,C1,1976404,5000.0,-150.44516793555846,4849.554832064441
discard,verb,C1,1974132,5000.0,-150.52503223062115,4849.474967769379
climax,noun,C1,1965596,5000.0,-150.8259093471891,4849.174090652811
quarry,noun,C1,1960848,5000.0,-150.99383298175252,4849.006167018248
slack,verb,C1,1954286,5000.0,-151.226583315977,4848.773416684023
slack,adjective,C1,1954286,5000.0,-151.226583315977,4848.773416684023
slack,noun,C1,1954286,5000.0,-151.226583315977,4848.773416684023
screenplay,noun,C1,1930533,5000.0,-152.07567268463401,4847.924327315366
oversee,verb,C1,1925750,5000.0,-152.2479118915835,4847.7520881084165
benign,adjective,C1,1917931,5000.0,-152.53040300261972,4847.46959699738
customary,adjective,C1,1902031,5000.0,-153.1084203880245,4846.891579611975
staple,noun,C1,1893759,5000.0,-153.41104855505085,4846.588951444949
conservatory,noun,C1,1890565,5000.0,-153.5282537912288,4846.471746208771
rumble,noun,C1,1876665,5000.0,-154.0406370678616,4845.959362932138
rumble,verb,C1,1876665,5000.0,-154.0406370678616,4845.959362932138
formulate,verb,C1,1875065,5000.0,-154.09985984165246,4845.900140158347
blockbuster,noun,C1,1873840,5000.0,-154.14523644464583,4845.854763555354
latent,adjective,C1,1855269,5000.0,-154.83680320963083,4845.1631967903695
principally,adverb,C1,1850427,5000.0,-155.01825261737764,4844.981747382622
naive,adjective,C1,1848489,5000.0,-155.09101043351615,4844.908989566484
apprenticeship,noun,C1,1840066,5000.0,-155.40812164984067,4844.591878350159
indispensable,adjective,C1,1820574,5000.0,-156.14756311024536,4843.852436889754
inherently,adverb,C1,1815659,5000.0,-156.33526662040634,4843.664733379594
plaster,verb,C1,1811197,5000.0,-156.50611064111638,4843.493889358883
plaster,noun,C1,1811197,5000.0,-156.50611064111638,4843.493889358883
stray,adjective,C1,1807545,5000.0,-156.64625434997652,4843.3537456500235
stray,verb,C1,1807545,5000.0,-156.64625434997652,4843.3537456500235
stray,noun,C1,1807545,5000.0,-156.64625434997652,4843.3537456500235
silhouette,noun,C1,1796610,5000.0,-157.0675790996935,4842.932420900306
fiddle,noun,C1,1794725,5000.0,-157.14046705844186,4842.859532941558
fiddle,verb,C1,1794725,5000.0,-157.14046705844186,4842.859532941558
reap,verb,C1,1793273,5000.0,-157.19666426900733,4842.803335730992
adjoining,adjective,C1,1784248,5000.0,-157.5469853332824,4842.4530146667175
intuition,noun,C1,1778931,5000.0,-157.7542043716582,4842.2457956283415
subordinate,noun,C1,1768208,5000.0,-158.17400176066184,4841.825998239338
ecstasy,noun,C1,1767792,5000.0,-158.19033910218167,4841.8096608978185
stimuli,noun,C1,1754387,5000.0,-158.7188546930924,4841.281145306908
preacher,noun,C1,1751402,5000.0,-158.83709321114623,4841.162906788853
intellect,noun,C1,1737519,5000.0,-159.3896727396616,4840.610327260339
amplification,noun,C1,1734413,5000.0,-159.5139039361651,4840.486096063835
deprivation,noun,C1,1731701,5000.0,-159.62255831736275,4840.377441682637
fragmentation,noun,C1,1713949,5000.0,-160.33800995543777,4839.661990044562
adrenaline,noun,C1,1708838,5000.0,-160.54537074667593,4839.454629253324
plausible,adjective,C1,1697354,5000.0,-161.01356493254383,4838.986435067456
facilitation,noun,C1,1691730,5000.0,-161.24400802197368,4838.755991978026
batter,noun,C1,1676822,5000.0,-161.8585892276053,4838.141410772395
batter,,C1,1676822,5000.0,-161.8585892276053,4838.141410772395
batter,verb,C1,1676822,5000.0,-161.8585892276053,4838.141410772395
tread,noun,C1,1672572,5000.0,-162.03479625981123,4837.965203740188
plunge,verb,C1,1668493,5000.0,-162.20433513897723,4837.7956648610225
plunge,noun,C1,1668493,5000.0,-162.20433513897723,4837.7956648610225
otter,noun,C1,1662335,5000.0,-162.4610720336865,4837.538927966313
recess,noun,C1,1661246,5000.0,-162.50657313821563,4837.493426861784
recess,noun,C1,1661246,5000.0,-162.50657313821563,4837.493426861784
recharge,verb,C1,1658759,5000.0,-162.61059807012515,4837.389401929875
ornamental,adjective,C1,1651866,5000.0,-162.899732111915,4837.100267888085
contextual,adjective,C1,1648180,5000.0,-163.0548406945411,4836.945159305459
accustomed,adjective,C1,1647188,5000.0,-163.0966437548429,4836.903356245157
superficial,adjective,C1,1646666,5000.0,-163.1186510401069,4836.881348959893
alleviate,verb,C1,1640342,5000.0,-163.38582365896474,4836.614176341035
faction,noun,C1,1629665,5000.0,-163.83924547829662,4836.160754521703
orphan,verb,C1,1624738,5000.0,-164.04948379658748,4835.950516203413
meaningless,adjective,C1,1619312,5000.0,-164.28175371456564,4835.718246285434
negligible,adjective,C1,1617964,5000.0,-164.33957803015971,4835.66042196984
confinement,noun,C1,1607573,5000.0,-164.7869380104613,4835.213061989539
contested,adjective,C1,1607211,5000.0,-164.80257514186343,4835.197424858136
conserve,verb,C1,1606807,5000.0,-164.8200306853032,4835.179969314697
outset,noun,C1,1595557,5000.0,-165.30787800761834,4834.6921219923815
insecure,adjective,C1,1593854,5000.0,-165.38202687352316,4834.6179731264765
versatility,noun,C1,1591891,5000.0,-165.46759453357475,4834.532405466425
elusive,adjective,C1,1584397,5000.0,-165.79523303602383,4834.204766963976
speculative,adjective,C1,1584294,5000.0,-165.79974699539684,4834.200253004603
snail,noun,C1,1580640,5000.0,-165.96007315492358,4834.0399268450765
demise,noun,C1,1580466,5000.0,-165.96771697579544,4834.032283024205
graft,verb,C1,1576259,5000.0,-166.15278710615536,4833.847212893845
detrimental,adjective,C1,1552843,5000.0,-167.19199253705682,4832.808007462943
preach,verb,C1,1539268,5000.0,-167.80165276506756,4832.198347234932
suffice,verb,C1,1528469,5000.0,-168.29049365056716,4831.709506349433
tedious,adjective,C1,1508727,5000.0,-169.1931548115105,4830.806845188489
tedious,adjective,C1,1508727,5000.0,-169.1931548115105,4830.806845188489
depict,verb,C1,1503760,5000.0,-169.4221201189656,4830.577879881034
prolific,adjective,C1,1502628,5000.0,-169.47440808273058,4830.52559191727
indefinitely,adverb,C1,1501553,5000.0,-169.5240996505222,4830.475900349478
stamina,noun,C1,1495462,5000.0,-169.8063279716519,4830.193672028348
abound,verb,C1,1494791,5000.0,-169.83748922405846,4830.162510775942
parasite,noun,C1,1489862,5000.0,-170.06682176224024,4829.933178237759
reminiscent,adjective,C1,1485658,5000.0,-170.2630224087261,4829.736977591274
rapport,noun,C1,1485476,5000.0,-170.271528880412,4829.728471119588
staggering,adjective,C1,1477324,5000.0,-170.65361674327676,4829.346383256723
lapse,noun,C1,1459542,5000.0,-171.49443492270217,4828.505565077297
lapse,noun,C1,1459542,5000.0,-171.49443492270217,4828.505565077297
lapse,verb,C1,1459542,5000.0,-171.49443492270217,4828.505565077297
phenomenal,adjective,C1,1459077,5000.0,-171.51655954486267,4828.4834404551375
cloak,noun,C1,1450056,5000.0,-171.94717816946707,4828.052821830533
cynical,adjective,C1,1448585,5000.0,-172.0176504929754,4827.982349507025
beforehand,adverb,C1,1438671,5000.0,-172.4944827644959,4827.505517235504
credential,noun,C1,1436353,5000.0,-172.60644520662805,4827.393554793372
quirky,adjective,C1,1436076,5000.0,-172.61983675453058,4827.38016324547
quirky,noun,C1,1436076,5000.0,-172.61983675453058,4827.38016324547
psychiatrist,noun,C1,1419189,5000.0,-173.4411549739197,4826.55884502608
hypocrisy,noun,C1,1411958,5000.0,-173.79583538060967,4826.20416461939
peasant,noun,C1,1392268,5000.0,-174.77091516652547,4825.229084833474
ordinarily,adverb,C1,1379609,5000.0,-175.4051188729751,4824.594881127025
hostility,noun,C1,1377207,5000.0,-175.52611337702575,4824.4738866229745
hostility,noun,C1,1377207,5000.0,-175.52611337702575,4824.4738866229745
hedgehog,noun,C1,1368651,5000.0,-175.95882087291767,4824.041179127083
eccentric,adjective,C1,1347362,5000.0,-177.04733137515825,4822.952668624842
eccentric,noun,C1,1347362,5000.0,-177.04733137515825,4822.952668624842
eccentric,adjective,C1,1347362,5000.0,-177.04733137515825,4822.952668624842
craving,noun,C1,1344800,5000.0,-177.17948478644564,4822.820515213554
loom,verb,C1,1337864,5000.0,-177.53852581745957,4822.461474182541
indefinite,adjective,C1,1332966,5000.0,-177.79319320507432,4822.206806794926
darkroom,noun,C1,1329388,5000.0,-177.9798204772124,4822.020179522788
grapefruit,noun,C1,1321427,5000.0,-178.3968721059607,4821.603127894039
spartan,adjective,C1,1319649,5000.0,-178.49035910843622,4821.509640891563
respite,noun,C1,1318533,5000.0,-178.54910260307992,4821.4508973969205
provocative,adjective,C1,1317415,5000.0,-178.60800124791507,4821.391998752085
wary,adjective,C1,1303191,5000.0,-179.36174649905956,4820.638253500941
daunting,adjective,C1,1295706,5000.0,-179.76169516189378,4820.238304838106
allegation,noun,C1,1284509,5000.0,-180.36432248710457,4819.635677512895
conceive,verb,C1,1275176,5000.0,-180.8706563558867,4819.129343644114
insensitive,adjective,C1,1274594,5000.0,-180.9023536578116,4819.097646342188
numb,adjective,C1,1254217,5000.0,-182.0213626715705,4817.97863732843
numb,verb,C1,1254217,5000.0,-182.0213626715705,4817.97863732843
screenwriter,noun,C1,1252314,5000.0,-182.12679313195957,4817.87320686804
fanatic,adjective,C1,1248832,5000.0,-182.32011915415666,4817.679880845843
fanatic,noun,C1,1248832,5000.0,-182.32011915415666,4817.679880845843
uniformity,noun,C1,1245452,5000.0,-182.50829824964063,4817.491701750359
battered,adjective,C1,1240729,5000.0,-182.77210508025428,4817.227894919746
battered,adjective,C1,1240729,5000.0,-182.77210508025428,4817.227894919746
boast,noun,C1,1239080,5000.0,-182.86444782927578,4817.135552170725
advantageous,adjective,C1,1238029,5000.0,-182.9233671778195,4817.076632822181
divergence,noun,C1,1234790,5000.0,-183.10526151509646,4816.894738484903
tranquil,adjective,C1,1231687,5000.0,-183.2799664795479,4816.7200335204525
carpentry,noun,C1,1231684,5000.0,-183.28013559829077,4816.719864401709
resent,verb,C1,1231007,5000.0,-183.31831060023387,4816.681689399766
turmoil,noun,C1,1229472,5000.0,-183.40494474348435,4816.5950552565155
gushing,adjective,C1,1227270,5000.0,-183.5294128812464,4816.470587118753
intuit,verb,C1,1222292,5000.0,-183.81161961051805,4816.188380389482
wares,noun,C1,1218442,5000.0,-184.03066844672668,4815.969331553273
verve,noun,C1,1218256,5000.0,-184.0412685854693,4815.958731414531
profoundly,adverb,C1,1209930,5000.0,-184.51743248836323,4815.482567511637
crave,verb,C1,1199466,5000.0,-185.120537014781,4814.879462985219
flourish,noun,C1,1194963,5000.0,-185.38169349494837,4814.618306505052
flourish,verb,C1,1194963,5000.0,-185.38169349494837,4814.618306505052
flashback,noun,C1,1189561,5000.0,-185.69629003096196,4814.303709969038
bulky,adjective,C1,1181562,5000.0,-186.16476195953226,4813.835238040468
chilly,adjective,C1,1173528,5000.0,-186.63848697116788,4813.361513028832
acidic,adjective,C1,1167972,5000.0,-186.96799742817808,4813.032002571822
pendulum,noun,C1,1167816,5000.0,-186.97727194914813,4813.022728050852
pendulum,noun,C1,1167816,5000.0,-186.97727194914813,4813.022728050852
psyche,noun,C1,1166306,5000.0,-187.06710864435593,4812.932891355644
heroine,noun,C1,1163455,5000.0,-187.23704502904155,4812.762954970958
bureaucratic,adjective,C1,1157025,5000.0,-187.6218445886263,4812.378155411374
anchored,adjective,C1,1153474,5000.0,-187.83526971183386,4812.1647302881665
flask,noun,C1,1150132,5000.0,-188.0367343650821,4811.963265634918
resilient,adjective,C1,1146560,5000.0,-188.25271228501583,4811.747287714984
wooded,adjective,C1,1144287,5000.0,-188.39049787652823,4811.609502123471
resilience,noun,C1,1137097,5000.0,-188.8281532331619,4811.171846766838
sentimental,adjective,C1,1113911,5000.0,-190.25857616576144,4809.741423834239
concur,verb,C1,1109964,5000.0,-190.50504245200057,4809.494957548
exert,verb,C1,1109622,5000.0,-190.5264395287324,4809.473560471268
portray,verb,C1,1108235,5000.0,-190.61328422253763,4809.386715777462
scramble,noun,C1,1103257,5000.0,-190.92587097215517,4809.074129027845
adversary,noun,C1,1103245,5000.0,-190.92662619867554,4809.073373801324
revere,verb,C1,1102020,5000.0,-191.00376549272283,4808.996234507277
refurbishment,noun,C1,1098172,5000.0,-191.2466362552736,4808.753363744727
occupant,noun,C1,1093882,5000.0,-191.51840963145833,4808.481590368541
antiquity,noun,C1,1084937,5000.0,-192.08852394209958,4807.9114760579005
embark,verb,C1,1084355,5000.0,-192.12578071991675,4807.874219280084
immensely,adverb,C1,1080442,5000.0,-192.37679212510295,4807.623207874897
relapse,verb,C1,1080134,5000.0,-192.39658830917205,4807.603411690828
relapse,noun,C1,1080134,5000.0,-192.39658830917205,4807.603411690828
commend,verb,C1,1079537,5000.0,-192.4349755641158,4807.565024435884
startling,adjective,C1,1071701,5000.0,-192.94080977536942,4807.059190224631
expedite,verb,C1,1068027,5000.0,-193.17925098722606,4806.820749012774
depiction,noun,C1,1049250,5000.0,-194.41082417100682,4805.589175828994
nocturnal,adjective,C1,1048688,5000.0,-194.44802426078388,4805.551975739216
compel,verb,C1,1042085,5000.0,-194.88659148246637,4805.113408517534
compel,verb,C1,1042085,5000.0,-194.88659148246637,4805.113408517534
negligent,adjective,C1,1040936,5000.0,-194.9631911237566,4805.036808876243
tranquility,noun,C1,1039691,5000.0,-195.04628623713847,4804.953713762861
drawback,noun,C1,1039041,5000.0,-195.08970877281047,4804.910291227189
hostess,noun,C1,1038635,5000.0,-195.11684494131907,4804.883155058681
tangled,adjective,C1,1038220,5000.0,-195.1445936154982,4804.855406384502
enormously,adverb,C1,1028873,5000.0,-195.77252978275584,4804.227470217244
blister,verb,C1,1027084,5000.0,-195.893365892352,4804.106634107648
blister,noun,C1,1027084,5000.0,-195.893365892352,4804.106634107648
portrayal,noun,C1,1026432,5000.0,-195.93745688035864,4804.062543119641
spontaneously,adverb,C1,1015714,5000.0,-196.66629531013098,4803.333704689869
ruthless,adjective,C1,1014804,5000.0,-196.72853033810566,4803.271469661894
unison,noun,C1,1010644,5000.0,-197.01374585871054,4802.9862541412895
placid,adjective,C1,1009328,5000.0,-197.10421717576492,4802.895782824235
jog,verb,C1,1001808,5000.0,-197.6234698429335,4802.376530157067
restorative,adjective,C1,996537,5000.0,-197.98975883454483,4802.010241165455
degrading,adjective,C1,995221,5000.0,-198.08151171214888,4801.918488287851
antics,noun,C1,994105,5000.0,-198.15941550328193,4801.840584496718
malfunction,verb,C1,992684,5000.0,-198.25873687675676,4801.741263123244
transatlantic,adjective,C1,988757,5000.0,-198.53395728591778,4801.4660427140825
sprawl,verb,C1,985396,5000.0,-198.77037958449364,4801.229620415506
sprawl,noun,C1,985396,5000.0,-198.77037958449364,4801.229620415506
tinker,verb,C1,983290,5000.0,-198.91893291435673,4801.081067085644
tinker,noun,C1,983290,5000.0,-198.91893291435673,4801.081067085644
temperament,noun,C1,975973,5000.0,-199.4375450181525,4800.562454981848
circulate,verb,C1,975458,5000.0,-199.47419336176972,4800.52580663823
stately,adjective,C1,970817,5000.0,-199.80533096334636,4800.194669036654
individuality,noun,C1,969138,5000.0,-199.92551850720213,4800.0744814927975
magnetism,noun,C1,963103,5000.0,-200.3592467522289,4799.6407532477715
speculate,verb,C1,962777,5000.0,-200.38275329135638,4799.6172467086435
provoke,verb,C1,960917,5000.0,-200.51702280029457,4799.482977199706
hibernate,verb,C1,959696,5000.0,-200.60530561470006,4799.3946943853
unconventional,adjective,C1,953052,5000.0,-201.0876685456406,4798.912331454359
victorious,adjective,C1,950493,5000.0,-201.27435280921338,4798.725647190787
prophetic,adjective,C1,946122,5000.0,-201.5943916626441,4798.405608337356
trampoline,noun,C1,940799,5000.0,-201.98613733889044,4798.01386266111
manicure,verb,C1,931244,5000.0,-202.69492957884006,4797.30507042116
manicure,noun,C1,931244,5000.0,-202.69492957884006,4797.30507042116
dissection,noun,C1,919988,5000.0,-203.53929200495958,4796.46070799504
frosty,adjective,C1,907842,5000.0,-204.46208476728066,4795.53791523272
physique,noun,C1,906903,5000.0,-204.5339386654183,4795.466061334581
conceivable,adjective,C1,900676,5000.0,-205.01233033447159,4794.987669665528
linearly,adverb,C1,888695,5000.0,-205.94215160160047,4794.057848398399
raunchy,adjective,C1,882625,5000.0,-206.4180274633145,4793.5819725366855
ingenious,adjective,C1,880368,5000.0,-206.5958068975878,4793.404193102412
dispense,verb,C1,873185,5000.0,-207.16464635077187,4792.835353649228
dismal,adjective,C1,867714,5000.0,-207.60105653825644,4792.398943461743
reluctantly,adverb,C1,865419,5000.0,-207.7849436805048,4792.2150563194955
bearded,adjective,C1,863617,5000.0,-207.92967123360722,4792.070328766393
ingenuity,noun,C1,862805,5000.0,-207.9949857042085,4792.005014295792
elaboration,noun,C1,861667,5000.0,-208.08662600148904,4791.913373998511
sarcasm,noun,C1,855288,5000.0,-208.60256219959615,4791.397437800404
symptomatic,adjective,C1,854363,5000.0,-208.67769587286682,4791.322304127133
degrade,verb,C1,852281,5000.0,-208.84710558864288,4791.152894411357
rarity,noun,C1,847526,5000.0,-209.23557099690868,4790.764429003091
midwife,noun,C1,844751,5000.0,-209.46328630990024,4790.5367136900995
convict,noun,C1,843701,5000.0,-209.54964398615505,4790.450356013845
convict,verb,C1,843701,5000.0,-209.54964398615505,4790.450356013845
recollection,noun,C1,840826,5000.0,-209.78665067657693,4790.213349323423
divergent,adjective,C1,836489,5000.0,-210.14571815399546,4789.854281846005
torment,verb,C1,835075,5000.0,-210.26318811246364,4789.7368118875365
torment,noun,C1,835075,5000.0,-210.26318811246364,4789.7368118875365
conscientious,adjective,C1,834936,5000.0,-210.27474646085852,4789.725253539142
fatality,noun,C1,831998,5000.0,-210.51950291214234,4789.480497087858
impede,verb,C1,825677,5000.0,-211.0490307775127,4788.950969222487
